"Date","Price (Close)","Price (Open)","Circulating Marketcap","Outstanding Marketcap","1 Day Active Supply","Supply in top 100 addresses","Supply in addresses with balance greater than $10M","Supply in addresses with balance greater than $1M","Supply in addresses with balance greater than $100K","Supply in addresses with balance greater than $10K"
"2019-06-24","11026.752850481495","10850.55408510267","192764440711.73138","195639033390.66058","308730.61083638","2780583.7940199","7672591.51728322","11228971.1176149","15545534.08046742","17050015.8372113"
"2019-06-23","10850.404563228445","10689.58441775252","191020413726.96063","191885576856.1899","356280.88357041","2773849.18568842","7630194.34660726","11195767.15546987","15522453.1070327","17034227.87895833"
"2019-06-22","10672.140222472355","10223.144767825675","181844194433.30298","189921423980.12433","405710.06814589","2772304.88835898","7612617.72682189","11181479.75738412","15513243.28506976","17027707.90745336"
"2019-06-21","10210.096357748525","9549.487664480239","169789660919.4862","179207044545.61118","365424.82119997","2781433.59673733","7508625.90482334","11088621.23170984","15460915.28120983","16997538.33329022"
"2019-06-20","9541.683178262047","9278.858336846475","165118993149.53378","169651581216.84033","365695.72022826","2784731.2840035","6935354.26828371","10752474.98999659","15292430.13694155","16850812.7300903"
"2019-06-19","9278.815753382634","9119.3662802183","162124888929.02255","164984922415.72528","383104.9222746","2786012.1193754","6903865.18462102","10725133.598345","15277857.03601578","16839879.06082196"
"2019-06-18","9105.61279967167","9333.86518257477","167538672369.30768","160737284620.8722","384836.85454613","2771316.75029304","6789041.48419157","10676611.14247895","15250438.20120167","16824474.93352173"
"2019-06-17","9339.767258225065","8978.648827707357","159567308068.96732","165931690523.78326","376342.81718712","2771769.85300145","6877674.37882626","10712949.19987822","15280734.80969472","16839045.65646893"
"2019-06-16","8971.493739969545","8846.450700286538","157121690835.51367","160213273127.52393","335807.85504398","2781540.41844327","6780510.53651447","10678954.97501629","15252243.00799532","16824212.6011792"
"2019-06-15","8851.215777865842","8703.248839547765","154389436816.80386","157198156055.29382","294855.48099029","2781349.75820293","6767133.68798138","10662601.91743856","15241131.94110918","16816748.69358412"
"2019-06-14","8700.254023138774","8233.072553078639","146323064433.8011","154472258474.26538","318315.59424802","2779303.40541882","6749277.12780834","10642140.95587796","15221956.21200395","16805792.81986276"
"2019-06-13","8235.806271483982","8160.492265198658","144958363568.65027","146192657169.59814","308953.69370844","2779439.4457638","6673655.34184518","10565331.76145923","15172369.57622439","16779859.09275984"
"2019-06-12","8160.066484396309","7916.10403860688","140668398223.7868","144649767681.24728","387358.59325434","2774268.63691759","6666424.29896209","10561033.90523077","15167960.66806861","16775369.94630988"
"2019-06-11","7912.84167706966","8019.493937407198","142428360512.12894","140654723194.91714","392722.51679931","2782191.86212456","6650610.56790052","10533122.90082435","15147995.2901213","16763477.41609915"
"2019-06-10","8012.639056483709","7647.206733438354","135844557359.62227","141897744724.65903","268871.77644816","2785832.30778424","6668553.23034031","10541114.61812644","15156734.38677643","16766703.86805148"
"2019-06-09","7641.542670762786","7924.420438269671","140719271726.57953","135505562736.9976","187234.89959958","2787736.39495531","6617376.13182934","10502928.30926413","15121129.39278807","16748568.02803577"
"2019-06-08","7930.982212975553","8008.564874977423","142129042692.14795","140917883639.34723","241753.98038104","2789584.39543349","6678611.8649566","10543055.89332049","15154607.40450174","16764862.07992775"
"2019-06-07","8000.509848875415","7803.702391227772","138525568047.8027","142398874425.0517","370674.37123859","2790884.33648277","6688641.52347145","10557816.62755342","15165169.92316528","16770424.44064076"
"2019-06-06","7805.398098149559","7786.4356189471455","138235035891.54303","137995871311.0676","515341.38476569","2787988.70384905","6656254.89597608","10522708.93021345","15142423.99960529","16754413.57797474"
"2019-06-05","7787.896473953979","7677.060354875949","136273949047.78044","138367954899.15906","518546.26270725","2788904.7091444","6656890.60001467","10521275.25726731","15140571.78029556","16752604.28261094"
"2019-06-04","7674.63761276146","8125.239534447994","144112020738.45468","135715984982.1195","579274.85849122","2759360.16637245","6592071.23010988","10484583.99102507","15111328.1546155","16739614.69441363"
"2019-06-03","8109.134824663058","8738.064733872485","154921835644.13977","144986880726.59973","360336.64411045","2767798.68582608","6670921.48925878","10552731.3381381","15168361.71789517","16768173.3026612"
"2019-06-02","8730.740044168078","8551.471943450992","151700791189.81418","155101923701.62546","241660.22765938","2770641.79137283","6753816.9250907","10638609.82196301","15225522.01639269","16797204.51858451"
"2019-06-01","8546.30399392179","8558.368501441264","151845552991.047","151725858432.60037","386701.55797302","2769212.35520331","6721858.89719408","10607592.88764696","15201125.11180927","16779564.21215166"
"2019-05-31","8566.133028818755","8278.35111553653","146904319714.52234","151734802083.51242","416885.56056514","2765159.13593716","6705142.45473611","10589723.98755326","15183383.34096053","16771336.93547747"
"2019-05-30","8275.038464256106","8668.903026481348","153750153552.89804","146675645809.6508","556656.70770708","2768506.14974628","6663969.87682089","10550258.81573397","15157700.95851668","16759359.7483246"
"2019-05-29","8661.767791796732","8725.15381797179","154817508337.69495","153465206972.54276","557083.20973627","2767760.3716593","6711351.72834544","10608908.88259014","15196212.61610679","16777836.28884392"
"2019-05-28","8737.853237579584","8764.607591834294","155554218709.6872","154574557917.51138","326533.45443981","2764107.01087805","6709064.19045084","10613243.94306008","15202702.16753006","16781019.15816544"
"2019-05-27","8775.729971029117","8717.544110560275","154471640715.89832","156287836455.38348","283860.40831831","2764149.91478674","6733533.52841126","10625445.77295665","15211862.61761273","16785152.06317094"
"2019-05-26","8707.57514420282","8067.6497848525605","142849538176.59064","154758245306.18896","220542.93708826","2761744.13024618","6725385.0594934","10618031.28720454","15202183.25061181","16777475.67256697"
"2019-05-25","8062.518364368463","8002.994641650236","141884159016.26352","142867668845.3807","310542.90362583","2738465.71923106","6634386.25790612","10521327.79968534","15133576.15814481","16743914.00059288"
"2019-05-24","7995.254267616597","7878.941006847437","139669554551.8784","141533553660.64325","483879.50769974","2738235.76988285","6621391.93101959","10513641.12538301","15127410.14828146","16738774.19854049"
"2019-05-23","7877.066225001757","7631.701544311192","135265963745.6138","139930198596.70416","453517.18290296","2716538.83175777","6599320.64826635","10496394.5782473","15118466.9773026","16732433.29333643"
"2019-05-22","7637.511570956528","7928.155595591811","140684788894.83243","135847466322.5975","330619.33557794","2710686.55781714","6546296.11508704","10469057.933875","15092029.10661648","16719149.49802511"
"2019-05-21","7941.1704581079985","7993.780010888633","141473000159.36212","141427517230.1168","344691.24183166","2720278.4297693","6605201.86591904","10510447.70118675","15122106.70210122","16733283.77296107"
"2019-05-20","7990.515634864794","8192.275747700773","145121016808.023","141364972111.36505","308760.39958269","2718166.39326519","6608081.25156843","10514964.91269665","15125215.03539833","16733490.14316782"
"2019-05-19","8197.574562751091","7275.781739644899","128829474423.32454","145574664069.0613","242782.94797484","2715265.32864401","6640916.55603603","10548167.58373224","15146695.98712804","16745033.6338897"
"2019-05-18","7271.5379314297925","7394.447331107994","130948040630.358","128881004230.6199","324854.84869176","2715233.19704937","6511935.36884919","10434554.76067272","15062869.13433893","16698661.07815098"
"2019-05-17","7369.133818751109","7872.388720567241","139348892716.6918","129733515296.03603","526313.94351431","2705909.64440306","6502264.09589693","10432028.58858122","15059537.70501225","16695948.33240716"
"2019-05-16","7870.585927823421","8193.853045851876","144751522450.25064","139194281165.00555","598000.43871459","2703536.55611616","6579187.01376009","10490345.93566171","15108903.03483906","16720972.75977754"
"2019-05-15","8199.046048519536","7991.474886420691","140998586824.51678","145431381731.40323","527838.04328034","2702851.04552864","6624285.06275758","10538544.76166566","15144017.50938077","16740178.85103353"
"2019-05-14","7979.211189138515","7818.125448524067","138128183144.87692","140820072137.7831","488631.46036684","2722951.26526262","6612687.65806587","10518266.23250576","15129995.68464184","16730705.87718838"
"2019-05-13","7814.926333231225","6978.987770382176","123596304288.99707","138032382814.8289","412118.5597271","2741933.86829849","6604024.32705371","10499810.94703708","15118774.07217045","16725167.24372236"
"2019-05-12","6976.441431269875","7224.958482917408","127806319419.26167","122862594419.89809","377501.58448191","2761764.97608278","6447580.03852252","10384886.06227288","15027636.64959368","16679899.60467484"
"2019-05-11","7192.812254009602","6347.976239558067","112590277658.70042","129616460917.03906","420732.70487692","2760053.96754742","6509614.66244547","10429208.98852192","15061739.37851465","16693704.41819867"
"2019-05-10","6345.576987522648","6174.4353311132145","110495525571.30724","112484221628.55664","402907.22960233","2763083.48385898","6323820.68509545","10245189.64112215","14928782.50104149","16632183.24933901"
"2019-05-09","6161.624956387507","5997.889464913587","106327099775.48071","108806392500.6892","382055.99904236","2738534.15694357","6279544.73034727","10217225.65259658","14902609.8514825","16619985.6119899"
"2019-05-08","5952.117011929394","5790.596635119028","106841994069.28294","104932468929.8699","470128.69018773","2723825.03428157","6245565.96251458","10182092.26458897","14878679.77180717","16605392.8820002"
"2019-05-07","5781.330506019363","5756.311235211819","102326078618.64873","103045294021.27489","454471.65184042","2732702.36349709","6216840.07393348","10156599.19222256","14859059.75620813","16596398.89995929"
"2019-05-06","5711.840736213436","5796.26596537599","104742062376.57993","100665077841.2352","398380.16916919","2751841.82635854","6215512.68746145","10140223.02016829","14851188.35285489","16587353.52054736"
"2019-05-05","5739.136897312882","5859.541968254829","104034646487.29347","101302705291.91556","192755.87063908","2753839.37007308","6218223.23471583","10147917.07784455","14850179.63420964","16590161.55804065"
"2019-05-04","5797.107467031517","5705.318399347748","102375320391.87122","102113257161.60286","250873.30241511","2752212.47690123","6226548.08974074","10152467.54943761","14853932.07053581","16591283.57594357"
"2019-05-03","5703.261299526223","5515.411460703094","97701338810.70357","100047725220.7183","294044.70900182","2752243.59002973","6208779.40120088","10131824.81143881","14840516.24158793","16582295.17108226"
"2019-05-02","5417.94525618263","5341.630821003578","96308193898.565","95346643375.08406","333259.76936956","2749902.50299565","6159282.0500742","10076225.34922877","14794644.13944781","16559561.17322617"
"2019-05-01","5334.481916154462","5286.506689184823","94888097738.75896","93956247055.46428","359299.54938746","2748914.08787368","6152320.66144974","10064836.38439369","14785933.10485458","16552780.95477701"
"2019-04-30","5292.834688987531","5179.911869805675","93157698366.92093","93086646312.97389","326429.40047208","2743406.71725864","6146609.79127949","10054761.24944959","14775911.2093931","16546159.40989849"
"2019-04-29","5179.1158035967","5278.74658517948","92767987359.03094","90995226478.38274","297817.11814001","2743889.32891275","6111607.2394636","10026395.51833501","14751149.60954465","16534594.00360114"
"2019-04-28","5178.9218185018035","5180.047722551201","94237376278.48769","90982423047.75708","220937.81756464","2761106.35647306","6120412.13036574","10032241.28562846","14754832.1807832","16535233.72979677"
"2019-04-27","5181.980472601031","5185.778094544863","92826902868.39049","91557451148.37279","304496.15215687","2761025.73324062","6134182.24995493","10036842.11737764","14758503.10373207","16536149.89336716"
"2019-04-26","5190.376029438121","5129.709104814995","90866839193.99431","90989528956.62267","368305.93548261","2758882.6204356","6123438.30785463","10029327.61467802","14754438.24116443","16532772.68111216"
"2019-04-25","5128.097341068226","5449.478915791836","96320228757.2762","90582486405.8315","436082.87049724","2773994.98548524","6132166.79495839","10030714.60452805","14749398.26896579","16526140.92353382"
"2019-04-24","5438.360919571631","5529.902413866275","97737943545.73343","95947917278.75014","440380.83835352","2771643.89115077","6197179.02117855","10098606.66970603","14797819.07651086","16550898.49446381"
"2019-04-23","5525.388380097703","5382.17816586581","95082896056.05904","97931104712.61539","330129.07477947","2769567.26996149","6219808.17434758","10102149.31142883","14803236.99124026","16554229.46134095"
"2019-04-22","5382.83126651738","5303.450559958402","93787641315.82193","95078673811.43846","271586.895322","2764307.90563777","6201001.00120689","10077893.25452737","14787596.35314299","16545569.30143578"
"2019-04-21","5284.703577339479","5326.04988633019","94043311264.91357","93514542764.359","197623.01796987","2784809.04848238","6182579.0309318","10065068.2582303","14777844.25997529","16539659.17228634"
"2019-04-20","5309.616438955039","5279.095171814045","93442876451.41705","93825862417.04706","360303.89338635","2784349.68196157","6193136.83337447","10069141.07893602","14778224.876253","16537902.81565074"
"2019-04-19","5279.526904983157","5290.030833179343","93746817352.39528","93393056304.89937","416332.19087653","2782774.10934628","6190243.33646445","10065991.12072467","14773896.83772343","16534076.05390399"
"2019-04-18","5279.188744416737","5237.346237207244","92404193401.17624","93180899416.67142","306630.44274597","2780339.33374085","6177771.18320661","10059326.56892302","14771120.6724607","16532719.23850637"
"2019-04-17","5219.930321483653","5198.108765594365","91879636636.73048","92250564153.54716","315165.83820624","2774771.47786464","6164942.98413427","10048004.61022632","14753548.58699673","16524089.74250541"
"2019-04-16","5196.800119834735","5037.450687359376","88946714343.4541","91881692216.0707","307268.4224814","2774848.19478618","6130349.19601031","10025201.7480994","14749178.51170318","16520468.92650207"
"2019-04-15","5030.128235541653","5170.738352362495","91151567941.74347","88994562169.30713","304178.94449963","2775829.52368347","6104050.33834246","9992625.14133447","14727498.76395591","16504413.42108829"
"2019-04-14","5153.360750944948","5078.853284110247","89519153162.1051","90995377478.97461","235995.66723958","2775013.58997541","6133652.40513325","10017311.48450118","14745554.23990015","16514106.90503939"
"2019-04-13","5064.5423154641585","5068.675132752265","89496754424.03983","89540456117.10837","272950.53269868","2774773.83584212","6109362.27349127","9996798.81382257","14732736.43593194","16505267.83469861"
"2019-04-12","5067.657280525941","5041.269689212677","89047037058.69481","89674280265.74156","366080.49848384","2773754.4731851","6106619.94699579","9996973.88592028","14730698.76994682","16505754.4796708"
"2019-04-11","5039.807169257836","5319.691951040239","93879396001.54826","89096740025.25392","384422.18366264","2771263.00244153","6101019.66856875","9989825.9170444","14726531.49041859","16499943.81970543"
"2019-04-10","5318.025149660458","5192.418421995149","91620224543.46571","93691843864.06364","341250.63783543","2764785.65294308","6145111.25681743","10041133.13418469","14763525.34966523","16521497.07914357"
"2019-04-09","5192.593865436871","5280.027580863363","93404038180.19962","91633263649.93098","380920.99104516","2764797.41032339","6121315.11565118","10015376.43712975","14741065.56945423","16510827.9365156"
"2019-04-08","5277.381378416865","5210.645800002279","91773101865.18802","93173850971.95099","326330.34776838","2761762.55244801","6147277.57670496","10039563.28033384","14764226.97712914","16520249.7144578"
"2019-04-07","5191.4904985622225","5047.963278202928","89520061575.81165","91501063164.41449","218051.32064514","2759785.63662452","6116153.28497016","10014786.28446546","14744789.10404024","16510379.87587616"
"2019-04-06","5049.10313184222","5034.821743041435","88966962422.15167","88939665130.79738","297373.50906596","2758208.41509841","6066355.30375997","9977646.62277208","14726069.87936372","16496112.33867354"
"2019-04-05","5037.89939775791","4908.84057686065","86707436321.155","88734657095.24022","380211.7779379","2758209.23408219","6060835.08445213","9973651.36938908","14723227.98286364","16491927.92550912"
"2019-04-04","4909.32581957757","4975.8648508895285","87794698029.09111","86574903765.80412","406313.05044542","2758333.11609299","5725672.37456883","9807980.87997029","14615804.28028986","16413047.3870549"
"2019-04-03","4970.792110673725","4903.589843019376","86598548025.71242","87429243678.5721","508895.60999804","2753902.38979259","5735853.62276241","9807551.34190033","14616092.29222757","16415556.74582528"
"2019-04-02","4900.457643589015","4139.787415888626","73032324016.0108","86424523990.81316","461728.50983297","2751270.80369342","5715421.47445149","9792898.04945693","14597214.51925527","16403866.15556557"
"2019-04-01","4139.8447044262575","4111.026362501773","72657922206.65976","72928511837.76434","332883.21534771","2772192.12730084","5526022.68391964","9604831.19030902","14445672.68257694","16330074.27252934"
"2019-03-31","4095.7991433872453","4116.948383134597","72694066794.84413","72144407426.98994","256436.26822887","2771216.42734964","5517570.06235768","9597289.7101164","14443464.59966664","16327865.43871991"
"2019-03-30","4099.328808344265","4111.154734368647","73344418504.24414","72094536468.24364","285008.57887307","2781395.46685761","5516981.91269946","9596385.70420575","14439566.09219621","16325126.56300307"
"2019-03-29","4095.7448114222493","4015.578783377611","70969345676.33939","72044617181.57042","320659.72307043","2780189.82771882","5513928.89768915","9599043.49625651","14438314.67123018","16322915.64237979"
"2019-03-28","4015.490145888307","4042.2836095759503","71418171463.72992","70653886033.99002","310468.31708054","2776194.8567323","5477734.08488732","9554442.32841421","14409364.46874081","16309535.47620171"
"2019-03-27","4029.2256824051033","3936.0215990190923","70184869176.45987","70929622723.56209","330926.47667866","2773595.78511473","5483103.24385924","9559209.00005463","14410769.18450699","16311033.92680046"
"2019-03-26","3928.1883617316435","3923.8420312236967","68927076178.74956","68998149814.37549","343126.80291909","2766442.9852496","5446582.85032859","9470368.49586744","14306410.72063271","16289661.22611191"
"2019-03-25","3914.0693623338107","3978.812300199448","70114648681.43153","68823860548.3261","268095.36278238","2765560.19107902","5426899.854249","9464819.20660237","14303585.04642223","16289242.94087991"
"2019-03-24","3975.6036919345906","3988.735291679143","70319054183.10423","69915870923.6467","183495.58611854","2762986.55366077","5437618.56560322","9486430.16839854","14319757.3372799","16295182.71253842"
"2019-03-23","3991.1148876860466","4002.233319279126","71172757083.90974","70104014183.65794","285273.49119625","2762046.55366077","5442670.88153623","9489381.302978","14320233.87062079","16294627.91705682"
"2019-03-22","3983.050787090408","3978.619907510483","70533234207.82983","70133970901.15828","376294.22199145","2759600.96696602","5442157.11767099","9488766.8224287","14319752.47060436","16294208.32891134"
"2019-03-21","3978.9292065409936","4037.9981076964077","71688006455.1441","69991932308.15556","328096.90616434","2758344.49068308","5435370.55600773","9485185.52667327","14313968.330196","16291472.68966738"
"2019-03-20","4037.5190963682408","4008.3392931915055","70860709924.11906","70941970703.64531","309840.13379476","2757507.18595698","5472773.37904266","9539423.63971469","14394367.93013838","16302275.67257206"
"2019-03-19","4006.8362846102177","3988.933934918909","70710014126.93681","70326929804.44753","304931.64590715","2761009.27347836","5442941.82380273","9479316.63556066","14314816.08580496","16289562.90552558"
"2019-03-18","3974.975142941074","3970.338359323283","69882826775.83656","69847925359.80466","272748.62376123","2760784.41301752","5428939.47270824","9470148.48446035","14306707.00675835","16285932.37090052"
"2019-03-17","3970.1498075056984","4001.696415435271","70971940060.99574","69799528647.52408","287366.14648735","2758049.91259415","5434487.628161","9469472.42252725","14306121.17349315","16284771.15499127"
"2019-03-16","4001.956261457576","3910.5568750396405","69151397438.05711","70190805974.9429","352545.52032058","2758049.91258869","5444123.34374244","9479496.45598778","14313073.44814603","16286224.56164754"
"2019-03-15","3912.028711012851","3881.706179214452","68118526905.7671","68636787012.15806","363066.20199892","2757946.02075366","5430858.44488049","9455346.72712194","14290608.26262175","16275111.13236096"
"2019-03-14","3862.0419611513703","3851.6248576551457","67956036882.495544","67782767281.89608","316226.76109895","2758749.7004954","5409387.28642249","9435414.46510128","14277254.9784642","16268140.07384041"
"2019-03-13","3856.333769335177","3887.015874494344","68390754839.97916","67743190817.63356","319216.82168465","2757285.16763536","5419207.18585441","9438172.36196438","14276148.73993925","16265158.63334474"
"2019-03-12","3868.4559467530125","3857.172521503336","68299438338.50681","67859035802.774185","302777.51091031","2756945.73310449","5420290.83100441","9440879.0043866","14277230.0627411","16264326.39547703"
"2019-03-11","3856.0405142322065","3931.570252720689","69266268080.67151","67722973399.369606","242425.29904101","2748640.33171182","5404219.4093795","9434064.44297174","14274416.02005635","16262772.9301384"
"2019-03-10","3902.385147921069","3947.5429770662695","70487233400.39099","68636402814.046906","191420.36218408","2748041.8829179","5411520.96904071","9450770.38679774","14281694.88271933","16267107.93593813"
"2019-03-09","3925.4042034944396","3847.529781166482","68806281879.25398","68743141713.30267","269080.21811432","2747340.33181971","5405430.89392779","9453855.7533052","14282143.89128362","16266846.74641008"
"2019-03-08","3846.3674344601986","3896.65794258888","68924692230.50198","67486113914.75439","299872.49957568","2747120.80845988","5387025.31724207","9426123.29095793","14264651.08726245","16258358.44449697"
"2019-03-07","3860.3811027057372","3852.0604720729457","68111355785.757256","67772447204.172585","278606.25765215","2743389.136447","5378865.41202981","9431519.78243958","14272035.25357987","16260382.81332915"
"2019-03-06","3853.260036714813","3851.1158531103497","68174123417.07763","67696627871.9912","299666.07845695","2741228.899664","5371484.30617256","9426520.16555881","14271605.15358939","16258811.36577585"
"2019-03-05","3852.50573927194","3708.3916358829465","66200839200.829056","67481868718.641136","320305.58956237","2741153.60679115","5371047.57464154","9420584.10399748","14261694.31771362","16254905.85934313"
"2019-03-04","3707.5243237030913","3814.979596952788","67571737841.20463","64980234897.770874","264375.73868105","2741271.8054202","5327509.36779776","9377054.88600575","14236960.38339705","16239371.27132265"
"2019-03-03","3789.1999447903663","3844.9949962713617","67467839876.13651","66453583651.36554","347503.67871521","2741125.89034689","5354440.72650766","9407605.07600303","14255924.73517968","16248001.81965687"
"2019-03-02","3815.093325412696","3827.883306995332","68314486584.968185","66925595316.40048","449903.42257633","2740896.55011385","5358802.03138508","9416381.80462603","14260160.83162672","16250241.47313034"
"2019-03-01","3811.221948303468","3803.682914998819","67659553898.164604","66936687246.14098","413164.9730033","2753397.37530543","5359165.98764147","9412981.08809714","14258820.50466523","16250685.55883602"
"2019-02-28","3804.8342403487486","3834.88139762722","68136180153.04818","66618356465.697655","389103.66851521","2755103.09720563","5351064.70180505","9407574.53087282","14259625.52633918","16248246.71902047"
"2019-02-27","3804.9193053604854","3800.916541474792","66992571067.764404","66724242474.867226","308461.03960259","2803047.77243001","5425410.16920974","9409625.43044657","14257493.72373478","16246940.70273972"
"2019-02-26","3801.6035334206977","3824.4225389451044","67463636392.00532","66661232142.14775","356438.31242165","2797919.60482088","5415649.1202242","9406353.69774558","14257737.42498258","16247105.89056722"
"2019-02-25","3823.7943392758316","3762.1922722519507","66520173128.48657","67107357151.37915","334295.6742439","2793455.40542426","5422864.12940971","9412541.72147416","14262863.51856142","16249293.81950981"
"2019-02-24","3748.7418026628334","4123.13767356565","73204638418.16194","65909594991.648926","255802.3460272","2790993.76733663","5397052.20277965","9390750.96552178","14249166.53047938","16241541.88060006"
"2019-02-23","4120.282111745227","3954.9620418627965","70118936493.53333","72152027336.08414","310807.03716442","2792054.34793179","5504676.97814693","9546085.12387315","14400816.78765251","16285448.80926586"
"2019-02-22","3952.1658313475727","3943.116191335631","69024689137.84882","69303748259.26967","338406.68727392","2798621.75015462","5445577.26458296","9451929.6020246","14292736.06292778","16261144.50451708"
"2019-02-21","3912.548284449266","3955.2636681526046","70342886598.07649","68312229780.10759","351928.94976567","2791751.06740092","5428201.39843498","9426783.7377349","14277020.33643393","16251937.01502331"
"2019-02-20","3949.994302772638","3901.8586906390997","69129762731.76317","68997040402.63634","386185.12911223","2790190.46275531","5435583.80662667","9449163.28027447","14284903.85924706","16255215.87182154"
"2019-02-19","3895.16503516657","3891.3975305352888","68683697508.47758","68355801176.12653","355844.69990921","2790825.20952962","5432904.51316236","9443972.97215096","14280053.69556029","16250341.81963057"
"2019-02-18","3886.9469637466004","3672.880142727591","65169504432.14831","67834010393.17628","265234.01918524","2787072.76439106","5432933.24960129","9443870.06780212","14277841.08823956","16247863.57708969"
"2019-02-17","3642.1887715719704","3591.663582235748","64073654359.5879","63556858700.69298","203048.08543617","2783458.07049927","5345358.26886962","9365499.41546692","14218714.42883644","16217351.54664629"
"2019-02-16","3591.905371013553","3577.5981927649186","62670448796.2731","62882694505.14064","266911.567074","2782759.07049375","5334432.63693636","9359330.42746741","14210456.88854381","16212318.96701171"
"2019-02-15","3575.405830797453","3568.602191929791","63052975725.76852","62529926712.27091","277837.79496068","2781948.063226","5317699.49696418","9350699.24227446","14201868.89701283","16207488.32357259"
"2019-02-14","3568.383704994841","3585.3762572501055","62833747875.534485","62470064348.19539","320608.18690119","2780640.18023259","5319624.27419875","9350469.45112233","14200955.52122721","16206449.86599091"
"2019-02-13","3583.5723820965923","3623.3700697173585","63695070858.435524","62712261903.432846","354938.22245828","2779801.32633259","5326911.06886775","9355548.21697425","14208998.40728719","16208552.82001743"
"2019-02-12","3601.3725738908424","3598.545960648519","63482142221.8535","62912631290.85425","298429.29445008","2767639.07929232","5310933.90160702","9353481.44991419","14207403.89170408","16206919.37112105"
"2019-02-11","3596.9563813623104","3678.4254535821165","64857964696.84449","62954510736.379906","239984.59790938","2765956.61515194","5302726.23736881","9353810.41706546","14211861.50868905","16207505.96434323"
"2019-02-10","3661.0762378626023","3629.2557395306667","64206108331.28892","63849176538.515076","200492.18732487","2768385.27725194","5315552.04769775","9364941.36742772","14217922.85160486","16210745.94558985"
"2019-02-09","3631.5584971905964","3636.8748991764933","64119305530.121475","63478991740.72384","261936.56094782","2767512.09564194","5307352.86240639","9357413.89045544","14213102.72931523","16207096.86663696"
"2019-02-08","3640.6287073176554","3363.7592900352406","59125238315.54495","63318160367.38653","276498.21163648","2767165.09562274","5310738.84789023","9357174.00183688","14210135.2643569","16204404.48819368"
"2019-02-07","3364.8197436396285","3378.287088598644","59689582482.78057","58866207389.19751","277052.15317459","2766034.45333595","5228927.04401268","9278927.32103704","14149535.44015759","16170941.90441919"
"2019-02-06","3376.9804040533377","3437.156300912793","60737299255.335014","59010177291.22384","294328.87623989","2762261.48198388","5229050.3057719","9285362.7964065","14153676.23924724","16170872.72265398"
"2019-02-05","3435.6172479364805","3416.237465130942","60572558821.528114","60036309266.967636","273726.9174842","2775299.5933224","5260371.1212457","9299431.04304548","14159323.09636775","16174427.26625461"
"2019-02-04","3417.278913921153","3425.7584980916645","60778791885.97078","59765870504.42587","239520.16290507","2769852.51108231","5261175.98624507","9297109.11945097","14158585.02573718","16172979.85515348"
"2019-02-03","3423.307541168598","3485.100524022556","61527534384.07039","59788219917.066","195786.58670892","2772453.62378393","5262289.37095196","9298328.911926","14158759.10805197","16171971.57664967"
"2019-02-02","3483.93308596372","3444.966453648191","60946883157.64581","60639099131.68267","310572.76182681","2773718.47288093","5286262.83208455","9316992.41136173","14174623.05840736","16178827.22706725"
"2019-02-01","3444.344022377771","3437.2130168824597","60455633075.056694","60337137182.804214","346303.3918599","2776725.26625841","5280171.69362691","9308763.97536334","14165144.10254141","16175629.2506125"
"2019-01-31","3421.380641949495","3449.5357287525158","60830411548.17169","59718838093.358894","328808.59024099","2758546.02413727","5241645.48123013","9286314.09711653","14154574.97345653","16168988.57755823"
"2019-01-30","3448.2442453889416","3403.94151509493","60414946830.109024","60198389711.43856","342023.06006691","2758677.75821366","5261347.08928384","9295065.71475644","14166824.57928881","16172684.53204916"
"2019-01-29","3403.2182575885977","3440.234683080708","60456222880.97671","59455924094.6892","342931.44586474","2759274.18643209","5248357.24693447","9288040.83379699","14159145.59066569","16167533.6727856"
"2019-01-28","3440.1053233090943","3541.998439846007","62620420479.07935","60136493366.521126","282700.20260864","2759860.13666606","5270596.91849573","9297904.3815826","14166445.50504976","16169842.845161"
"2019-01-27","3542.3034972049772","3589.9395082469323","63278029431.643265","61925598671.300476","176970.38394125","2761622.5592756","5307002.96309698","9326603.88121124","14189268.27487951","16181387.10100221"
"2019-01-26","3566.012392032563","3567.1936333275075","62934329198.64563","62259553751.56424","237303.0115645","2761294.61719786","5317420.65201745","9331510.59175356","14193198.2842026","16183136.969187"
"2019-01-25","3566.822591069449","3576.5441894069654","62640632653.85464","62328325177.42316","273478.0610712","2761294.61689786","5312743.97671653","9336170.09688013","14195048.53277739","16183146.78265976"
"2019-01-24","3580.4940805104347","3563.1036572682365","62702429830.86714","62431351929.499405","276911.10530569","2760281.93120523","5305003.5177512","9332469.00386904","14194554.05208241","16184313.34915265"
"2019-01-23","3563.3542391414317","3585.3679722519364","63213333827.677155","62149501274.10998","288870.28387419","2760281.93120523","5302970.79789363","9324538.81231194","14187102.27097951","16179416.79340723"
"2019-01-22","3586.5290810146716","3539.3371799716915","62062629000.758026","62587665112.30323","303144.56760967","2760836.74465333","5314481.57864375","9341340.89452107","14197151.28896856","16183083.77961498"
"2019-01-21","3539.5178615331733","3561.431209480776","62464173752.29984","61852610462.07104","246983.72763751","2759968.38804013","5294406.26053586","9326178.21386661","14186056.05010782","16176829.66005722"
"2019-01-20","3547.9558208231324","3694.9004313874916","64765796814.408394","61893041071.17983","184482.66075528","2762776.42570481","5298761.37560535","9328573.14467159","14186016.31380693","16175915.79278427"
